,,,,,,,,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Shooting,Team Shooting,Team Shooting,Team Shooting,Team Shooting,Team Shooting
Rk,Season,Team,W,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%
451,1984-85,DET,46,82,46,36,.561,19830,3840,7999,3795,7800,45,199,1783,2262,1403,2534,3937,2302,691,397,1341,2076,9508,.480,.487,.226,.788,.529,48.287
452,1982-83,POR,46,82,46,36,.561,19755,3459,7124,3424,6974,35,150,1855,2512,1180,2380,3560,2030,749,384,1495,1960,8808,.486,.491,.233,.738,.535,48.800
453,1981-82,DEN,46,82,46,36,.561,19830,3980,7656,3940,7507,40,149,2371,2978,1149,2443,3592,2272,664,368,1470,2131,10371,.520,.525,.268,.796,.578,52.247
454,1981-82,HOU,46,82,46,36,.561,19780,3504,7366,3454,7190,50,176,1622,2225,1403,2284,3687,1977,648,429,1321,1871,8680,.476,.480,.284,.729,.520,47.909
455,1981-82,PHO,46,82,46,36,.561,19830,3508,7140,3454,6966,54,174,1635,2157,1123,2517,3640,2223,753,429,1528,2029,8705,.491,.496,.310,.758,.538,49.510
456,2022-23,BRK,45,82,45,37,.549,19730,3399,6978,2351,4207,1048,2771,1449,1811,674,2648,3322,2093,585,506,1127,1730,9295,.487,.559,.378,.800,.598,56.220
457,2022-23,PHO,45,82,45,37,.549,19780,3453,7388,2452,4714,1001,2674,1412,1781,971,2657,3628,2235,585,432,1110,1739,9319,.467,.520,.374,.793,.570,53.512
458,2019-20,IND,45,73,45,28,.616,17620,3075,6457,2332,4411,743,2046,1096,1393,636,2489,3125,1888,543,376,967,1445,7989,.476,.529,.363,.787,.565,53.376
459,2015-16,IND,45,82,45,37,.549,19880,3142,6985,2479,5096,663,1889,1430,1872,847,2779,3626,1741,742,391,1219,1641,8377,.450,.486,.351,.764,.536,49.728
460,2014-15,OKC,45,82,45,37,.549,19830,3184,7119,2552,5255,632,1864,1524,2020,1052,2844,3896,1681,598,454,1205,1829,8524,.447,.486,.339,.754,.532,49.164
461,2014-15,NOP,45,82,45,37,.549,19780,3108,6795,2522,5212,586,1583,1345,1790,942,2621,3563,1806,553,510,1087,1530,8147,.457,.484,.370,.751,.537,50.052
462,2012-13,LAL,45,82,45,37,.549,19755,3041,6640,2326,4625,715,2015,1584,2289,942,2732,3674,1818,576,429,1232,1467,8381,.458,.503,.355,.692,.548,51.182
463,2012-13,HOU,45,82,45,37,.549,19780,3124,6782,2257,4413,867,2369,1573,2087,909,2652,3561,1902,679,359,1348,1662,8688,.461,.511,.366,.754,.564,52.455
464,2012-13,CHI,45,82,45,37,.549,19830,2926,6698,2480,5433,446,1265,1343,1738,1026,2514,3540,1886,588,417,1171,1617,7641,.437,.456,.353,.773,.512,47.014
465,2007-08,CLE,45,82,45,37,.549,19855,2937,6697,2385,5153,552,1544,1477,2061,1092,2563,3655,1640,579,427,1145,1712,7903,.439,.463,.358,.717,.520,47.977
466,2006-07,DEN,45,82,45,37,.549,19780,3164,6805,2680,5365,484,1440,1827,2449,1001,2558,3559,1920,678,435,1352,1756,8639,.465,.500,.336,.746,.548,50.051
467,2005-06,LAL,45,82,45,37,.549,19855,2992,6607,2440,5024,552,1583,1618,2172,970,2488,3458,1734,628,350,1143,1894,8154,.453,.486,.349,.745,.539,49.463
468,2004-05,WAS,45,82,45,37,.549,19780,2966,6794,2452,5296,514,1498,1795,2476,1133,2374,3507,1563,716,347,1172,1807,8241,.437,.463,.343,.725,.523,47.439
469,2004-05,MEM,45,82,45,37,.549,19705,2802,6271,2271,4785,531,1486,1526,2024,887,2307,3194,1716,699,476,1197,1910,7661,.447,.475,.357,.754,.535,48.916
470,2004-05,BOS,45,82,45,37,.549,19880,3046,6511,2609,5259,437,1252,1775,2323,909,2438,3347,1810,667,423,1297,2000,8304,.468,.496,.349,.764,.551,50.138
471,2003-04,HOU,45,82,45,37,.549,19930,2738,6195,2223,4789,515,1406,1371,1774,847,2647,3494,1579,560,443,1373,1762,7362,.442,.464,.366,.773,.528,48.354
472,2001-02,SEA,45,82,45,37,.549,19830,3131,6681,2642,5389,489,1292,1263,1672,968,2333,3301,1926,698,364,1124,1732,8014,.469,.490,.378,.755,.540,50.524
473,2000-01,HOU,45,82,45,37,.549,19830,2943,6494,2439,5082,504,1412,1582,2086,919,2524,3443,1613,587,358,1204,1657,7972,.453,.480,.357,.758,.538,49.199
474,1999-00,SEA,45,82,45,37,.549,19780,3108,6946,2562,5335,546,1611,1363,1960,1042,2483,3525,1878,657,345,1152,1776,8125,.447,.480,.339,.695,.520,48.675
475,1999-00,TOR,45,82,45,37,.549,19755,2980,6882,2555,5711,425,1171,1583,2068,1098,2449,3547,1947,666,544,1137,1989,7968,.433,.447,.363,.765,.511,46.389
476,1997-98,MIN,45,82,45,37,.549,19930,3157,6844,2854,5971,303,873,1673,2253,1063,2429,3492,2068,639,427,1138,1882,8290,.461,.478,.347,.743,.529,48.342
477,1996-97,ORL,45,82,45,37,.549,19855,2839,6497,2272,4835,567,1662,1474,1975,1071,2221,3292,1689,694,363,1250,1643,7719,.437,.470,.341,.746,.524,48.061
478,1993-94,NJN,45,82,45,37,.549,19830,3169,7115,2946,6432,223,683,1900,2495,1300,2556,3856,1900,696,576,1196,1693,8461,.445,.458,.327,.762,.515,46.107
479,1991-92,LAC,45,82,45,37,.549,19830,3347,7076,3202,6574,145,502,1601,2223,1132,2393,3525,2053,824,498,1269,1873,8440,.473,.487,.289,.720,.524,48.325
480,1989-90,NYK,45,82,45,37,.549,19830,3434,7089,3198,6379,236,710,1775,2349,1187,2426,3613,2140,714,492,1412,1828,8879,.484,.501,.332,.756,.547,50.106
481,1988-89,HOU,45,82,45,37,.549,19855,3412,7196,3248,6673,164,523,1909,2527,1211,2554,3765,2016,789,501,1569,2026,8897,.474,.487,.314,.755,.535,48.555
482,1986-87,PHI,45,82,45,37,.549,19880,3335,6792,3247,6452,88,340,1971,2617,1178,2327,3505,1943,768,540,1519,1774,8729,.491,.503,.259,.753,.549,49.750
483,1983-84,NJN,45,82,45,37,.549,19805,3614,7258,3565,7026,49,232,1742,2488,1221,2313,3534,2148,814,499,1608,2243,9019,.498,.507,.211,.700,.540,50.131
484,1983-84,UTA,45,82,45,37,.549,19780,3606,7242,3505,6925,101,317,2115,2708,1096,2522,3618,2230,695,604,1510,1978,9428,.498,.506,.319,.781,.559,50.490
485,1982-83,DEN,45,82,45,37,.549,19730,3951,7999,3927,7873,24,126,2179,2696,1214,2524,3738,2336,789,352,1496,2091,10105,.494,.499,.190,.808,.550,49.544
486,1982-83,KCK,45,82,45,37,.549,19780,3719,7485,3668,7270,51,215,1839,2530,1256,2407,3663,2155,765,409,1691,2432,9328,.497,.505,.237,.727,.542,50.027
487,1981-82,GSW,45,82,45,37,.549,19780,3646,7349,3555,7024,91,325,1709,2382,1282,2452,3734,1820,685,391,1424,2225,9092,.496,.506,.280,.717,.541,50.231
488,1980-81,CHI,45,82,45,37,.549,19780,3457,6903,3419,6724,38,179,1985,2563,1227,2475,3702,1925,729,514,1672,2058,8937,.501,.508,.212,.774,.556,50.355
489,1980-81,POR,45,82,45,37,.549,19855,3741,7535,3716,7387,25,148,1573,2191,1243,2388,3631,2244,769,480,1518,2034,9080,.496,.503,.169,.718,.534,49.814
490,2022-23,MIA,44,82,44,38,.537,19805,3215,6991,2235,4139,980,2852,1567,1885,796,2533,3329,1955,655,243,1106,1516,8977,.460,.540,.344,.831,.574,52.997
491,2022-23,LAC,44,82,44,38,.537,19830,3370,7059,2329,4324,1041,2735,1533,1962,803,2742,3545,1959,580,364,1167,1598,9314,.477,.539,.381,.781,.588,55.114
492,2022-23,GSW,44,82,44,38,.537,19830,3538,7393,2175,3853,1363,3540,1314,1655,864,2793,3657,2446,588,323,1336,1757,9753,.479,.564,.385,.794,.600,57.074
493,2021-22,BRK,44,82,44,38,.537,19755,3442,7251,2502,4649,940,2602,1434,1781,844,2796,3640,2071,582,448,1153,1670,9258,.475,.538,.361,.805,.576,53.951
494,2021-22,CLE,44,82,44,38,.537,19730,3255,6940,2302,4254,953,2686,1376,1810,837,2786,3623,2064,580,343,1181,1433,8839,.469,.541,.355,.760,.571,53.768
495,2019-20,HOU,44,72,44,28,.611,17380,2936,6512,1810,3251,1126,3261,1484,1876,704,2484,3188,1557,627,371,1057,1566,8482,.451,.557,.345,.791,.578,53.732
496,2019-20,MIA,44,73,44,29,.603,17745,2880,6160,1901,3576,979,2584,1440,1840,620,2619,3239,1892,547,332,1088,1501,8179,.468,.532,.379,.783,.587,54.700
497,2019-20,OKC,44,72,44,28,.611,17430,2879,6156,2109,3985,770,2171,1422,1787,593,2495,3088,1562,550,353,986,1390,7950,.468,.529,.355,.796,.573,53.021
498,2019-20,UTA,44,72,44,28,.611,17355,2886,6130,1923,3593,963,2537,1278,1641,656,2577,3233,1615,438,292,1089,1468,8013,.471,.535,.380,.779,.585,54.935
499,2017-18,MIL,44,82,44,38,.537,19830,3257,6807,2539,4783,718,2024,1499,1915,688,2579,3267,1905,722,443,1134,1752,8731,.478,.531,.355,.783,.571,53.122
500,2017-18,MIA,44,82,44,38,.537,19930,3184,6997,2281,4491,903,2506,1209,1601,763,2801,3564,1862,620,437,1179,1648,8480,.455,.508,.360,.755,.551,51.958
501,2015-16,POR,44,82,44,38,.537,19805,3167,7040,2303,4704,864,2336,1424,1889,948,2782,3730,1748,562,380,1200,1782,8622,.450,.490,.370,.754,.548,51.122
502,2015-16,DET,44,82,44,38,.537,19880,3111,7087,2371,4939,740,2148,1399,2095,1021,2777,3798,1594,573,304,1110,1557,8361,.439,.480,.345,.668,.522,49.118
503,2013-14,WAS,44,82,44,38,.537,20055,3177,6920,2530,5216,647,1704,1253,1715,886,2573,3459,1909,668,377,1204,1675,8254,.459,.485,.380,.731,.538,50.585
504,2013-14,BRK,44,82,44,38,.537,19880,2931,6391,2222,4469,709,1922,1508,2002,721,2407,3128,1714,705,311,1191,1777,8079,.459,.497,.369,.753,.555,51.408
505,2012-13,ATL,44,82,44,38,.537,19855,3084,6644,2378,4743,706,1901,1158,1619,758,2593,3351,2007,664,369,1219,1473,8032,.464,.501,.371,.715,.546,51.731
506,2010-11,ATL,44,82,44,38,.537,19730,2971,6429,2469,5002,502,1427,1346,1728,762,2460,3222,1802,497,341,1118,1554,7790,.462,.494,.352,.779,.542,50.117
507,2009-10,CHA,44,82,44,38,.537,19880,2858,6306,2398,4975,460,1331,1637,2180,858,2490,3348,1658,632,446,1290,1597,7813,.453,.482,.346,.751,.538,48.969
508,2006-07,MIA,44,82,44,38,.537,19855,2919,6288,2391,4749,528,1539,1393,2019,817,2526,3343,1681,566,442,1201,1749,7759,.464,.503,.343,.690,.541,50.620
509,2005-06,SAC,44,82,44,38,.537,19830,2954,6500,2460,5092,494,1408,1704,2173,852,2473,3325,1825,608,299,1199,1672,8106,.454,.483,.351,.784,.544,49.246
510,2005-06,DEN,44,82,44,38,.537,19930,3078,6672,2728,5596,350,1076,1721,2312,903,2486,3389,1921,698,463,1216,1863,8227,.461,.487,.325,.744,.535,48.756
511,2004-05,MIN,44,82,44,38,.537,19755,3045,6629,2650,5484,395,1145,1449,1820,947,2580,3527,1918,460,447,1079,1774,7934,.459,.483,.345,.796,.534,48.914
512,2004-05,IND,44,82,44,38,.537,19905,2668,6169,2126,4594,542,1575,1748,2206,868,2418,3286,1489,615,357,1173,1890,7626,.432,.463,.344,.792,.534,47.641
513,2002-03,PHO,44,82,44,38,.537,19805,3005,6776,2611,5627,394,1149,1430,1928,1049,2440,3489,1719,665,404,1208,1801,7834,.443,.464,.343,.742,.514,47.255
514,2002-03,BOS,44,82,44,38,.537,19830,2700,6509,1981,4354,719,2155,1480,1994,849,2471,3320,1575,720,303,1147,1758,7599,.415,.455,.334,.742,.514,47.004
515,2001-02,UTA,44,82,44,38,.537,19830,2869,6374,2589,5532,280,842,1853,2430,1109,2349,3458,1999,749,523,1353,1971,7871,.450,.468,.333,.763,.529,47.207
516,2001-02,ORL,44,82,44,38,.537,19830,3087,6893,2467,5233,620,1660,1446,1917,942,2440,3382,1804,665,384,1119,1700,8240,.448,.471,.373,.754,.533,49.282
517,2001-02,CHH,44,82,44,38,.537,19755,2893,6580,2547,5586,346,994,1568,2105,1059,2505,3564,1759,653,456,1150,1747,7700,.440,.456,.348,.745,.513,46.596
518,2000-01,SEA,44,82,44,38,.537,19805,3029,6649,2563,5480,466,1169,1454,1986,999,2422,3421,1792,657,409,1252,1733,7978,.456,.468,.399,.732,.530,49.060
519,1999-00,SAC,44,82,44,38,.537,19805,3276,7288,2742,5632,534,1656,1521,2016,1056,2635,3691,1953,787,381,1325,1729,8607,.450,.487,.322,.754,.526,48.614
520,1996-97,WSB,44,82,44,38,.537,19855,3208,6678,2877,5677,331,1001,1400,1979,1010,2420,3430,1921,712,402,1289,1815,8147,.480,.507,.331,.707,.540,50.517
521,1995-96,POR,44,82,44,38,.537,19905,3064,6688,2584,5330,480,1358,1537,2321,1160,2577,3737,1760,594,417,1377,1859,8145,.458,.485,.353,.662,.528,49.402
522,1994-95,POR,44,82,44,38,.537,19705,3217,7134,2755,5868,462,1266,1555,2230,1352,2443,3795,1846,668,467,1212,2024,8451,.451,.469,.365,.697,.521,48.332
523,1992-93,CHH,44,82,44,38,.537,19755,3512,7210,3337,6673,175,537,1831,2374,1095,2508,3603,2161,639,473,1325,1790,9030,.487,.500,.326,.771,.547,49.924
524,1990-91,GSW,44,82,44,38,.537,19805,3566,7346,3296,6545,270,801,2162,2761,1113,2306,3419,1954,803,378,1359,2207,9564,.485,.504,.337,.783,.559,50.381
525,1990-91,PHI,44,82,44,38,.537,20080,3289,6925,3094,6307,195,618,1868,2366,984,2496,3480,1824,678,479,1230,1629,8641,.475,.491,.316,.790,.542,48.903
526,1989-90,MIL,44,82,44,38,.537,19830,3380,7146,3171,6476,209,670,1722,2273,1108,2246,3354,2046,826,326,1315,2086,8691,.473,.490,.312,.758,.533,48.762
527,1988-89,DEN,44,82,44,38,.537,19880,3813,8140,3585,7464,228,676,1821,2314,1206,2513,3719,2282,811,436,1225,2088,9675,.468,.480,.337,.787,.528,48.243
528,1987-88,SEA,44,82,44,38,.537,19855,3544,7443,3323,6805,221,638,1826,2442,1313,2314,3627,2146,775,447,1376,2380,9135,.476,.488,.346,.748,.536,49.100
529,1986-87,UTA,44,82,44,38,.537,19755,3485,7514,3346,7066,139,448,1735,2389,1194,2456,3650,2240,835,628,1403,2040,8844,.464,.474,.310,.726,.516,47.305
530,1985-86,DAL,44,82,44,38,.537,19805,3631,7254,3490,6808,141,446,2050,2643,1059,2454,3513,2108,605,369,1289,1733,9453,.501,.513,.316,.776,.562,51.027
531,1984-85,DAL,44,82,44,38,.537,19855,3560,7280,3408,6837,152,443,1844,2324,1095,2345,3440,2152,575,335,1184,1796,9116,.489,.498,.343,.793,.549,49.945
532,1982-83,NYK,44,82,44,38,.537,19805,3272,6793,3239,6662,33,131,1621,2282,1080,2263,3343,2034,701,378,1509,2180,8198,.482,.486,.252,.710,.526,48.410
533,1981-82,NJN,44,82,44,38,.537,19780,3501,7227,3471,7081,30,146,1714,2354,1194,2320,3514,2096,918,481,1650,2295,8746,.484,.490,.205,.728,.529,48.651
534,1980-81,IND,44,82,44,38,.537,19730,3491,7245,3461,7076,30,169,1815,2540,1325,2267,3592,2091,833,484,1491,2006,8827,.482,.489,.178,.715,.528,48.392
535,2022-23,LAL,43,82,43,39,.524,19880,3516,7298,2631,4740,885,2558,1691,2182,818,2930,3748,2072,526,378,1154,1466,9608,.482,.555,.346,.775,.582,54.241
536,2021-22,ATL,43,82,43,39,.524,19705,3401,7241,2345,4420,1056,2821,1485,1829,823,2783,3606,2017,587,348,972,1534,9343,.470,.531,.374,.812,.581,54.260
537,2021-22,CHO,43,82,43,39,.524,19880,3508,7497,2365,4367,1143,3130,1298,1753,888,2767,3655,2302,707,402,1087,1629,9457,.468,.542,.365,.740,.572,54.415
538,2019-20,DAL,43,75,43,32,.573,18175,3124,6772,1988,3677,1136,3095,1392,1787,791,2729,3520,1849,460,363,953,1462,8776,.461,.541,.367,.779,.581,54.519
539,2019-20,PHI,43,73,43,30,.589,17595,3000,6417,2152,4110,848,2307,1236,1638,764,2553,3317,1884,586,389,1037,1529,8084,.468,.524,.368,.755,.566,53.358
540,2017-18,WAS,43,82,43,39,.524,19855,3275,7018,2461,4845,814,2173,1378,1786,823,2713,3536,2065,645,353,1196,1746,8742,.467,.508,.375,.772,.560,52.465
541,2016-17,MEM,43,82,43,39,.524,19905,2984,6854,2217,4685,767,2169,1504,1918,886,2621,3507,1744,653,344,1059,1840,8239,.435,.473,.354,.784,.535,49.132
542,2016-17,ATL,43,82,43,39,.524,19880,3123,6918,2394,4781,729,2137,1484,2039,842,2793,3635,1938,672,397,1294,1491,8459,.451,.501,.341,.728,.541,50.412
543,2013-14,CHA,43,82,43,39,.524,19905,2976,6730,2460,5259,516,1471,1474,2000,776,2724,3500,1778,499,421,1010,1493,7942,.442,.468,.351,.737,.522,48.053
544,2012-13,UTA,43,82,43,39,.524,19880,3046,6710,2539,5325,507,1385,1439,1883,989,2457,3446,1859,690,515,1210,1750,8038,.454,.477,.366,.764,.533,49.173
545,2010-11,HOU,43,82,43,39,.524,19880,3170,6975,2493,5132,677,1843,1668,2083,962,2549,3511,1955,581,371,1110,1641,8685,.454,.486,.367,.801,.550,50.301
546,2008-09,MIA,43,82,43,39,.524,19955,3034,6646,2452,5015,582,1631,1411,1871,828,2411,3239,1671,651,451,1026,1696,8061,.457,.489,.357,.754,.540,50.030
547,2007-08,WAS,43,82,43,39,.524,19905,2986,6695,2411,5081,575,1614,1557,1991,1007,2404,3411,1607,632,391,1082,1606,8104,.446,.475,.356,.782,.535,48.895
548,2004-05,PHI,43,82,43,39,.524,19855,2946,6736,2441,5283,505,1453,1731,2194,909,2536,3445,1710,756,321,1274,1878,8128,.437,.462,.348,.789,.528,47.484
549,2003-04,DEN,43,82,43,39,.524,19730,2993,6763,2662,5778,331,985,1655,2159,1083,2387,3470,1794,745,520,1278,1804,7972,.443,.461,.336,.767,.517,46.703
550,2002-03,HOU,43,82,43,39,.524,19930,2840,6461,2401,5194,439,1267,1569,2044,1024,2564,3588,1506,594,493,1276,1602,7688,.440,.462,.346,.768,.522,47.353
551,2001-02,PHI,43,82,43,39,.524,19730,2804,6436,2590,5721,214,715,1639,2104,1092,2534,3626,1638,705,363,1256,1645,7461,.436,.453,.299,.779,.507,45.230
552,2000-01,ORL,43,82,43,39,.524,19955,3013,6873,2523,5527,490,1346,1476,2068,1069,2450,3519,1803,674,481,1245,2071,7992,.438,.456,.364,.714,.513,47.403
553,1997-98,NJN,43,82,43,39,.524,19880,3055,6928,2745,5991,310,937,1750,2351,1344,2137,3481,1685,777,314,1180,1917,8170,.441,.458,.331,.744,.513,46.334
554,1997-98,NYK,43,82,43,39,.524,19830,2864,6413,2482,5274,382,1139,1399,1812,978,2434,3412,1787,634,278,1247,1947,7509,.447,.471,.335,.772,.521,47.638
555,1994-95,CLE,43,82,43,39,.524,19930,2756,6255,2358,5222,398,1033,1507,1982,1045,2237,3282,1672,630,349,1176,1694,7417,.441,.452,.385,.760,.520,47.242
556,1992-93,NJN,43,82,43,39,.524,19780,3272,7084,3117,6596,155,488,1732,2258,1291,2506,3797,1872,693,526,1355,1892,8431,.462,.473,.318,.767,.522,47.283
557,1992-93,ATL,43,82,43,39,.524,19830,3392,7272,3010,6196,382,1076,1648,2221,1290,2344,3634,2084,806,278,1339,1807,8814,.466,.486,.355,.742,.534,49.271
558,1991-92,LAL,43,82,43,39,.524,19830,3183,6977,3064,6532,119,445,1744,2278,1156,2196,3352,1803,756,400,1089,1543,8229,.456,.469,.267,.766,.516,46.474
559,1990-91,ATL,43,82,43,39,.524,19755,3349,7223,3078,6387,271,836,2034,2544,1235,2420,3655,1864,729,374,1231,1768,9003,.464,.482,.324,.800,.540,48.242
560,1989-90,DEN,43,82,43,39,.524,19805,3716,8015,3488,7338,228,677,1737,2201,1169,2532,3701,2275,814,329,1136,2047,9397,.464,.475,.337,.789,.523,47.785
561,1988-89,GSW,43,82,43,39,.524,19905,3730,7977,3536,7348,194,629,1904,2384,1323,2561,3884,2009,831,643,1488,1946,9558,.468,.481,.308,.799,.529,47.975
562,1983-84,DAL,43,82,43,39,.524,19955,3618,7235,3576,7051,42,184,1774,2350,1090,2265,3355,2164,579,360,1303,1906,9052,.500,.507,.228,.755,.547,50.297
563,1982-83,ATL,43,82,43,39,.524,19780,3352,7146,3307,6958,45,188,1586,2111,1139,2433,3572,1945,573,665,1424,2022,8335,.469,.475,.239,.751,.516,47.222
564,1981-82,WSB,43,82,43,39,.524,19830,3400,7168,3341,6932,59,236,1626,2105,1047,2583,3630,1983,643,397,1390,2072,8485,.474,.482,.250,.772,.524,47.845
565,2022-23,MIN,42,82,42,40,.512,19830,3515,7167,2518,4436,997,2731,1467,1942,749,2686,3435,2145,657,444,1258,1768,9494,.490,.568,.365,.755,.592,56.000
566,2022-23,NOP,42,82,42,40,.512,19855,3447,7180,2548,4712,899,2468,1585,2000,866,2717,3583,2122,681,337,1196,1678,9378,.480,.541,.364,.793,.582,54.269
567,2021-22,LAC,42,82,42,40,.512,19780,3285,7170,2238,4368,1047,2802,1273,1606,747,2860,3607,1969,608,406,1126,1528,8890,.458,.512,.374,.793,.564,53.117
568,2020-21,POR,42,72,42,30,.583,17305,2973,6558,1841,3619,1132,2939,1282,1558,766,2441,3207,1531,496,363,799,1362,8360,.453,.509,.385,.823,.577,53.965
569,2020-21,DAL,42,72,42,30,.583,17305,2958,6287,1964,3543,994,2744,1186,1524,657,2463,3120,1647,450,311,869,1396,8096,.470,.554,.362,.778,.582,54.955
570,2020-21,LAL,42,72,42,30,.583,17455,2925,6197,2129,3949,796,2248,1241,1679,695,2490,3185,1775,562,386,1095,1377,7887,.472,.539,.354,.739,.569,53.623
571,2018-19,BRK,42,82,42,40,.512,19980,3301,7358,2254,4393,1047,2965,1555,2088,900,2919,3819,1954,539,339,1236,1763,9204,.449,.513,.353,.745,.556,51.977
572,2018-19,ORL,42,82,42,40,.512,19780,3316,7307,2379,4674,937,2633,1231,1575,822,2902,3724,2095,543,445,1082,1526,8800,.454,.509,.356,.782,.550,51.793
573,2017-18,LAC,42,82,42,40,.512,19705,3302,7004,2525,4808,777,2196,1556,2095,832,2766,3598,1832,628,373,1204,1638,8937,.471,.525,.354,.743,.564,52.691
574,2016-17,MIL,42,82,42,40,.512,19780,3182,6715,2462,4769,720,1946,1413,1839,723,2589,3312,1984,666,436,1145,1660,8497,.474,.516,.370,.768,.565,52.748
575,2016-17,IND,42,82,42,40,.512,19855,3221,6931,2512,5046,709,1885,1467,1811,742,2702,3444,1844,669,409,1130,1597,8618,.465,.498,.376,.810,.558,51.587
576,2015-16,DAL,42,82,42,40,.512,20005,3064,6900,2258,4558,806,2342,1454,1831,751,2781,3532,1813,560,306,1047,1595,8388,.444,.495,.344,.794,.544,50.246
577,2015-16,CHI,42,82,42,40,.512,19905,3165,7170,2514,5417,651,1753,1354,1720,907,2889,3796,1870,495,470,1141,1545,8335,.441,.464,.371,.787,.526,48.682
578,2015-16,MEM,42,82,42,40,.512,19830,3019,6859,2515,5338,504,1521,1584,2024,916,2497,3413,1697,724,350,1090,1783,8126,.440,.471,.331,.783,.524,47.689
579,2011-12,IND,42,66,42,24,.636,15990,2354,5375,1962,4311,392,1064,1349,1724,826,2070,2896,1228,523,357,925,1430,6449,.438,.455,.368,.782,.526,47.442
580,2010-11,NYK,42,82,42,40,.512,19780,3140,6867,2375,4786,765,2081,1689,2087,847,2470,3317,1757,625,475,1123,1743,8734,.457,.496,.368,.809,.561,51.296
581,2009-10,HOU,42,82,42,40,.512,19905,3094,6923,2448,5085,646,1838,1561,2022,971,2471,3442,1790,583,318,1188,1712,8395,.447,.481,.351,.772,.537,49.357
582,2006-07,GSW,42,82,42,40,.512,19755,3261,7048,2561,5081,700,1967,1515,2113,940,2456,3396,1950,750,466,1309,1933,8737,.463,.504,.356,.717,.548,51.234
583,2006-07,LAL,42,82,42,40,.512,20030,3103,6664,2495,4940,608,1724,1660,2221,886,2495,3381,1850,600,421,1273,1889,8474,.466,.505,.353,.747,.554,51.125
584,2005-06,WAS,42,82,42,40,.512,19830,2975,6656,2478,5262,497,1394,1889,2496,1035,2344,3379,1523,658,339,1143,1855,8336,.447,.471,.357,.757,.538,48.430
585,2004-05,NJN,42,82,42,40,.512,19905,2753,6419,2318,5216,435,1203,1555,2039,855,2387,3242,1772,650,308,1164,1985,7496,.429,.444,.362,.763,.512,46.277
586,2004-05,CLE,42,82,42,40,.512,19855,2990,6687,2690,5783,300,904,1634,2174,1117,2352,3469,1851,654,461,1141,1850,7914,.447,.465,.332,.752,.518,46.957
587,2003-04,MIA,42,82,42,40,.512,19755,2729,6417,2244,5060,485,1357,1459,1915,940,2459,3399,1565,590,313,1137,1812,7402,.425,.443,.357,.762,.510,46.307
588,2003-04,UTA,42,82,42,40,.512,19780,2690,6172,2438,5386,252,786,1639,2196,1103,2272,3375,1671,583,494,1365,2096,7271,.436,.453,.321,.746,.509,45.625
589,2002-03,MIL,42,82,42,40,.512,19905,3045,6670,2460,5144,585,1526,1483,1911,876,2367,3243,1823,622,344,1044,1820,8158,.457,.478,.383,.776,.543,50.037
590,2002-03,ORL,42,82,42,40,.512,19805,2947,6763,2379,5173,568,1590,1616,2079,958,2392,3350,1676,696,300,1177,1888,8078,.436,.460,.357,.777,.526,47.775
591,2001-02,TOR,42,82,42,40,.512,19755,2919,6727,2532,5618,387,1109,1269,1717,1114,2336,3450,1779,688,454,1174,1771,7494,.434,.451,.349,.739,.501,46.269
592,2001-02,IND,42,82,42,40,.512,19905,2935,6580,2530,5385,405,1195,1663,2155,930,2568,3498,1884,658,436,1249,1876,7938,.446,.470,.339,.772,.527,47.682
593,1999-00,DET,42,82,42,40,.512,19830,3044,6635,2605,5412,439,1223,1956,2506,917,2458,3375,1707,665,273,1288,2011,8483,.459,.481,.359,.781,.548,49.186
594,1999-00,MIL,42,82,42,40,.512,19855,3174,6827,2780,5758,394,1069,1558,1982,1016,2373,3389,1852,671,381,1230,2020,8300,.465,.483,.369,.786,.539,49.377
595,1997-98,WAS,42,82,42,40,.512,19805,3080,6811,2760,5867,320,944,1489,2156,1121,2341,3462,1900,689,379,1156,1839,7969,.452,.470,.339,.691,.513,47.570
596,1996-97,CLE,42,82,42,40,.512,19855,2704,5972,2221,4688,483,1284,1282,1773,909,2159,3068,1714,655,315,1188,1882,7173,.453,.474,.376,.723,.531,49.322
597,1995-96,MIA,42,82,42,40,.512,19780,2902,6348,2350,4890,552,1458,1553,2187,999,2495,3494,1752,574,439,1394,2158,7909,.457,.481,.379,.710,.541,50.063
