Rk,Player,PTS/G,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,-9999
859,Ivan Rabb,12.5,ORL,2,35,2017,California,2015-16,California,34,34,28.7,4.7,7.7,4.7,7.6,0.0,0.1,3.0,4.5,2.8,5.8,8.5,0.9,0.5,1.2,1.5,3.1,12.5,.615,.615,.500,.669,.636,.616,F,FR,ivan-rabb-1
860,Nick Smith Jr.,12.5,CHA,1,27,2023,Arkansas,2022-23,Arkansas,17,14,25.8,4.5,11.9,3.1,7.7,1.4,4.2,2.2,2.9,0.2,1.4,1.6,1.7,0.8,0.1,1.6,1.5,12.5,.376,.397,.338,.740,.472,.436,G,FR,nick-smith-jr-1
861,Daniel Hamilton,12.5,DEN,2,56,2016,Connecticut,2015-16,Connecticut,36,36,31.9,4.4,11.4,3.1,7.5,1.3,3.9,2.4,2.8,0.9,8.0,8.9,4.7,1.1,0.4,2.4,1.8,12.5,.387,.416,.331,.860,.492,.444,G,SO,daniel-hamilton-1
862,Jaden Springer,12.5,PHI,1,28,2021,Tennessee,2020-21,Tennessee,25,15,25.9,4.2,9.1,3.4,7.2,0.8,1.8,3.2,4.0,1.0,2.5,3.5,2.9,1.2,0.4,2.4,2.0,12.5,.467,.475,.435,.810,.570,.511,G,FR,jaden-springer-1
863,TyTy Washington Jr.,12.5,MEM,1,29,2022,Kentucky,2021-22,Kentucky,31,29,29.2,4.9,10.9,3.7,7.5,1.2,3.3,1.5,2.1,0.6,2.8,3.5,3.9,1.3,0.2,1.6,1.5,12.5,.451,.496,.350,.750,.528,.504,G,FR,tyty-washingtonjr-1
864,Desmond Bane,12.5,BOS,1,30,2020,TCU,2017-18,TCU,33,32,30.5,4.4,8.2,2.6,4.3,1.8,3.9,1.9,2.5,0.5,3.6,4.1,2.5,0.9,0.2,1.8,2.3,12.5,.539,.610,.461,.780,.671,.649,G,SO,desmond-bane-1
865,Tony Snell,12.5,CHI,1,20,2013,New Mexico,2012-13,New Mexico,35,35,31.2,4.1,9.7,2.3,5.1,1.8,4.7,2.5,2.9,0.4,2.2,2.6,2.9,0.8,0.5,2.1,1.3,12.5,.422,.452,.390,.843,.562,.516,G,JR,tony-snell-1
866,Terrence Williams,12.5,NJN,1,11,2009,Louisville,2008-09,Louisville,37,36,34.2,4.6,10.6,3.0,6.6,1.5,4.0,1.8,3.2,1.4,7.2,8.6,5.0,2.3,0.8,2.3,1.7,12.5,.431,.459,.385,.581,.517,.504,F,SR,terrence-williams-1
867,Olivier-Maxence Prosper,12.5,SAC,1,24,2023,Marquette,2022-23,Marquette,36,36,29.1,4.2,8.1,3.1,4.9,1.1,3.2,3.1,4.2,1.7,3.0,4.7,0.7,0.9,0.1,1.4,2.3,12.5,.512,.624,.339,.735,.617,.578,G,JR,olivier-maxence-prosper-1
868,Pat Connaughton,12.5,NJN,2,41,2015,Notre Dame,2014-15,Notre Dame,38,38,35.6,4.4,9.4,1.9,3.6,2.4,5.8,1.3,1.7,1.1,6.3,7.4,1.5,0.7,0.9,1.2,2.0,12.5,.466,.537,.423,.781,.615,.597,G,SR,pat-connaughton-1
869,Robbie Hummel,12.5,MIN,2,58,2012,Purdue,2008-09,Purdue,32,27,29.5,4.2,9.6,2.4,4.8,1.8,4.8,2.2,2.9,1.7,5.3,7.0,1.9,1.1,0.6,1.0,2.4,12.5,.438,.497,.381,.755,.567,.534,F,SO,robbie-hummel-1
870,Jake Layman,12.5,ORL,2,47,2016,Maryland,2014-15,Maryland,35,34,30.1,4.1,8.7,2.8,5.3,1.3,3.4,3.0,4.0,1.3,4.5,5.8,1.4,0.8,0.7,1.9,2.1,12.5,.470,.530,.378,.752,.589,.544,F,JR,jake-layman-1
871,Jameer Nelson,12.5,DEN,1,20,2004,Saint Joseph's,2000-01,Saint Joseph's,33,33,33.8,4.0,8.6,2.7,5.3,1.2,3.3,3.3,4.0,0.7,3.4,4.0,6.5,1.7,0.1,3.4,2.5,12.5,.461,.517,.373,.820,.593,.533,G,FR,jameer-nelson-1
872,Jarrett Jack,12.5,DEN,1,22,2005,Georgia Tech,2003-04,Georgia Tech,38,38,31.2,3.8,8.4,3.0,5.9,0.8,2.5,4.1,5.1,0.5,4.4,4.9,5.6,1.9,0.1,3.1,2.1,12.5,.456,.516,.316,.802,.579,.503,G,SO,jarrett-jack-1
873,Franz Wagner,12.5,ORL,1,8,2021,Michigan,2020-21,Michigan,28,28,31.7,4.4,9.3,3.2,5.6,1.3,3.6,2.4,2.8,0.7,5.8,6.5,3.0,1.3,1.0,1.3,2.2,12.5,.477,.563,.343,.835,.587,.544,G,SO,franz-wagner-1
874,Gabe Pruitt,12.5,BOS,2,32,2007,Southern California,2006-07,Southern California,26,24,33.1,4.0,9.6,2.2,4.3,1.8,5.3,2.6,3.3,0.6,2.2,2.8,4.3,1.8,0.3,1.8,2.2,12.5,.416,.496,.350,.800,.558,.512,G,JR,gabe-pruitt-1
875,Diamond Stone,12.5,NOH,2,40,2016,Maryland,2015-16,Maryland,35,22,23.1,4.8,8.4,4.8,8.4,0.0,0.0,2.9,3.8,2.2,3.2,5.4,0.4,0.5,1.6,1.5,2.3,12.5,.568,.568,,.761,.610,.568,C,FR,diamond-stone-1
876,Andrew Bogut,12.5,MIL,1,1,2005,Utah,2003-04,Utah,33,33,30.4,5.1,8.8,5.0,8.5,0.1,0.3,2.2,3.4,3.2,6.7,9.9,2.2,0.4,1.3,2.6,2.4,12.5,.577,.586,.364,.640,.598,.584,F,FR,andrew-bogut-1
877,Ken Johnson,12.5,MIA,2,49,2001,Ohio State,2000-01,Ohio State,31,31,29.5,4.7,8.1,4.7,8.1,0.0,0.0,3.1,4.4,2.0,5.3,7.3,0.8,0.4,4.0,2.4,2.6,12.5,.578,.578,,.711,.612,.578,C,SR,ken-johnson-2
878,Derrick Favors,12.4,NJN,1,3,2010,Georgia Tech,2009-10,Georgia Tech,36,35,27.5,5.0,8.1,5.0,8.1,0.0,0.0,2.5,4.0,3.0,5.4,8.4,1.0,0.9,2.1,2.5,2.6,12.4,.611,.613,.000,.629,.621,.611,F,FR,derrick-favors-1
879,Terrence Williams,12.4,NJN,1,11,2009,Louisville,2006-07,Louisville,34,34,33.0,4.6,12.7,3.2,7.1,1.4,5.5,1.7,2.8,2.1,4.9,7.0,3.8,1.3,0.7,2.4,2.1,12.4,.367,.449,.261,.604,.444,.423,F,SO,terrence-williams-1
880,Cameron Johnson,12.4,MIN,1,11,2019,North Carolina,2017-18,North Carolina,26,20,29.3,4.3,10.2,2.5,4.9,1.8,5.3,1.9,2.3,1.7,3.0,4.7,2.3,0.7,0.2,1.0,1.7,12.4,.426,.520,.341,.847,.551,.515,G,JR,cameron-johnson-4
881,Sam Dekker,12.4,HOU,1,18,2015,Wisconsin,2013-14,Wisconsin,38,38,29.8,4.4,9.4,3.3,6.0,1.1,3.4,2.5,3.6,1.7,4.4,6.1,1.4,0.8,0.6,1.1,1.4,12.4,.469,.550,.326,.686,.558,.528,F,SO,sam-dekker-1
882,Joey Graham,12.4,TOR,1,16,2005,Oklahoma State,2003-04,Oklahoma State,35,27,24.7,4.9,8.5,4.5,7.7,0.4,0.8,2.2,3.1,1.7,3.5,5.2,1.1,0.7,0.2,2.1,3.1,12.4,.576,.586,.483,.709,.621,.599,F,JR,joey-graham-1
883,Aaron Gordon,12.4,ORL,1,4,2014,Arizona,2013-14,Arizona,38,38,31.2,5.0,10.1,4.6,8.9,0.4,1.2,2.0,4.7,2.7,5.3,8.0,2.0,0.9,1.0,1.4,2.4,12.4,.495,.513,.356,.422,.503,.516,F,FR,aaron-gordon-1
884,Demetrius Jackson,12.4,BOS,2,45,2016,Notre Dame,2014-15,Notre Dame,38,38,34.7,4.4,8.7,3.0,5.3,1.4,3.3,2.2,2.9,1.2,2.4,3.6,3.1,1.6,0.3,1.5,1.9,12.4,.508,.557,.429,.745,.616,.590,G,SO,demetrius-jackson-2
885,Lorenzo Brown,12.4,MIN,2,52,2013,NC State,2012-13,NC State,33,32,34.2,4.2,10.1,3.6,7.8,0.6,2.3,3.3,4.2,0.7,3.7,4.3,7.2,2.0,0.6,3.5,2.0,12.4,.419,.465,.263,.771,.509,.449,G,JR,lorenzo-brown-1
886,Josh Boone,12.4,NJN,1,23,2006,Connecticut,2004-05,Connecticut,31,31,29.5,4.8,7.8,4.8,7.8,0.0,0.0,2.8,4.2,3.6,4.8,8.4,1.2,0.6,2.9,2.1,2.1,12.4,.609,.609,,.664,.627,.609,C,SO,josh-boone-1
887,Chandler Parsons,12.4,HOU,2,38,2011,Florida,2009-10,Florida,34,18,31.0,4.1,8.4,3.0,5.3,1.1,3.1,2.9,4.4,2.3,4.6,6.9,2.6,1.1,0.1,2.0,2.1,12.4,.493,.572,.358,.662,.587,.559,F,JR,chandler-parsons-1
888,Marcus Williams,12.3,NJN,1,22,2006,Connecticut,2005-06,Connecticut,23,20,33.3,3.6,8.9,2.6,6.3,1.0,2.6,4.1,4.7,0.8,3.1,3.9,8.6,0.9,0.2,3.7,1.7,12.3,.407,.410,.400,.862,.555,.466,G,JR,marcus-williams-1
889,Jaime Jaquez Jr.,12.3,MIA,1,18,2023,UCLA,2020-21,UCLA,32,32,34.9,4.4,9.1,3.3,6.2,1.2,2.9,2.3,3.5,1.9,4.2,6.1,1.7,1.2,0.7,1.3,2.3,12.3,.486,.530,.394,.655,.571,.550,G,SO,jaime-jaquezjr-1
890,Tyrus Thomas,12.3,POR,1,4,2006,Louisiana State,2005-06,Louisiana State,32,21,25.9,4.8,7.8,4.7,7.8,0.0,0.0,2.8,4.3,2.8,6.4,9.2,1.3,1.0,3.1,1.8,2.6,12.3,.608,.606,1.000,.657,.627,.610,F,FR,tyrus-thomas-1
891,Doron Lamb,12.3,MIL,2,42,2012,Kentucky,2010-11,Kentucky,38,14,28.4,4.2,8.5,2.4,4.8,1.8,3.7,2.1,2.6,0.5,1.5,2.0,1.6,0.6,0.2,1.3,2.2,12.3,.497,.505,.486,.790,.631,.602,G,FR,doron-lamb-1
892,Terrence Jones,12.3,HOU,1,18,2012,Kentucky,2011-12,Kentucky,38,34,29.3,4.7,9.3,4.2,8.0,0.4,1.3,2.6,4.2,2.5,4.6,7.2,1.3,1.3,1.8,1.6,2.4,12.3,.500,.528,.327,.627,.547,.523,F,SO,terrence-jones-1
893,Khyri Thomas,12.3,PHI,2,38,2018,Creighton,2016-17,Creighton,35,34,31.2,4.7,9.2,3.3,5.9,1.3,3.3,1.7,2.2,1.5,4.3,5.8,3.3,1.5,0.4,2.0,1.6,12.3,.505,.568,.393,.766,.599,.576,G,SO,khyri-thomas-1
894,Will Barton,12.3,POR,2,40,2012,Memphis,2010-11,Memphis,35,25,30.6,4.8,11.1,3.7,6.9,1.1,4.2,1.7,2.4,1.4,3.5,4.9,2.8,1.5,0.5,2.5,2.3,12.3,.428,.527,.265,.699,.502,.478,G,FR,will-barton-1
895,Devin Harris,12.3,WAS,1,5,2004,Wisconsin,2001-02,Wisconsin,32,32,34.2,3.7,8.8,1.8,3.8,1.8,5.0,3.2,4.1,0.6,2.7,3.3,1.8,1.3,0.6,1.7,2.1,12.3,.413,.475,.366,.777,.571,.518,G,FR,devin-harris-1
896,Anthony Brown,12.3,LAL,2,34,2015,Stanford,2013-14,Stanford,36,35,33.5,3.9,8.3,2.5,5.1,1.5,3.3,2.9,3.8,0.9,4.1,5.0,2.1,0.9,0.1,1.9,1.9,12.3,.475,.489,.453,.785,.610,.564,G,JR,anthony-brown-5
897,Jerian Grant,12.3,WAS,1,19,2015,Notre Dame,2011-12,Notre Dame,34,33,36.2,3.6,9.6,2.0,4.9,1.7,4.7,3.3,4.1,0.5,2.3,2.9,5.0,1.3,0.2,1.8,1.7,12.3,.380,.406,.354,.819,.534,.468,G,FR,jerian-grant-1
898,Brendan Haywood,12.3,CLE,1,20,2001,North Carolina,2000-01,North Carolina,33,33,27.3,4.7,7.9,4.7,7.9,0.0,0.0,2.9,5.6,3.2,4.2,7.3,1.3,0.5,3.6,2.0,2.9,12.3,.592,.592,,.516,.580,.592,C,SR,brendan-haywood-1
899,Will Blalock,12.3,DET,2,60,2006,Iowa State,2004-05,Iowa State,30,30,36.9,4.3,10.7,3.6,7.8,0.8,2.9,2.8,3.6,0.7,2.6,3.2,4.9,2.0,0.1,2.5,1.2,12.3,.405,.457,.264,.780,.494,.441,G,SO,will-blalock-1
900,Ramon Sessions,12.3,MIL,2,56,2007,Nevada,2006-07,Nevada,34,33,30.2,4.1,9.1,3.6,7.6,0.6,1.5,3.5,4.2,1.1,3.6,4.7,4.7,0.9,0.2,2.5,1.2,12.3,.452,.465,.380,.825,.552,.482,G,JR,ramon-sessions-1
901,Aaron Holiday,12.3,IND,1,23,2018,UCLA,2016-17,UCLA,36,0,26.4,4.2,8.6,2.7,5.0,1.5,3.6,2.4,3.1,0.3,2.5,2.9,4.4,1.1,0.2,2.4,2.3,12.3,.485,.539,.411,.793,.610,.571,G,SO,aaron-holiday-1
902,Paul Davis,12.3,LAC,2,34,2006,Michigan State,2004-05,Michigan State,32,29,26.9,4.9,9.1,4.9,8.8,0.0,0.3,2.4,3.6,2.8,5.3,8.0,1.6,1.1,0.6,2.0,2.5,12.3,.541,.553,.125,.670,.569,.543,C,JR,paul-davis-1
903,Erik Murphy,12.2,CHI,2,49,2013,Florida,2012-13,Florida,36,34,26.4,4.6,8.8,2.6,4.4,2.0,4.4,1.1,1.4,1.6,3.9,5.5,1.4,0.6,0.7,1.4,2.8,12.2,.516,.579,.453,.784,.643,.629,F,SR,erik-murphy-1
904,Taj Gibson,12.2,CHI,1,26,2009,Southern California,2006-07,Southern California,37,37,32.4,4.7,8.4,4.7,8.4,0.0,0.0,2.8,4.5,2.7,5.9,8.7,1.5,0.5,1.9,2.9,3.0,12.2,.558,.558,,.623,.578,.558,F,FR,taj-gibson-1
905,Mario Chalmers,12.2,MIN,2,34,2008,Kansas,2006-07,Kansas,38,37,29.2,4.2,8.5,2.6,4.7,1.6,3.8,2.3,3.0,0.3,2.7,3.0,3.3,2.6,0.4,2.4,2.5,12.2,.491,.562,.404,.770,.614,.582,G,SO,mario-chalmers-1
906,Terence Morris,12.2,ATL,2,34,2001,Maryland,2000-01,Maryland,36,36,27.6,4.4,10.2,3.7,7.7,0.7,2.5,2.7,3.4,2.5,5.2,7.7,1.9,0.9,2.2,1.8,2.6,12.2,.432,.478,.289,.795,.518,.467,F,SR,terence-morris-1
907,Justin Anderson,12.2,DAL,1,21,2015,Virginia,2014-15,Virginia,26,22,27.8,4.0,8.5,2.2,4.5,1.8,4.0,2.5,3.2,0.7,3.4,4.0,1.7,0.7,0.5,1.2,1.2,12.2,.466,.479,.452,.780,.610,.572,G,JR,justin-anderson-1
908,Justin Jackson,12.2,POR,1,15,2017,North Carolina,2015-16,North Carolina,40,38,28.4,4.9,10.4,4.0,7.4,0.9,3.0,1.6,2.4,1.8,2.1,3.9,2.8,0.6,0.4,1.1,1.7,12.2,.466,.537,.292,.667,.528,.508,F,SO,justin-jackson-4
909,Kyle Weaver,12.2,CHA,2,38,2008,Washington State,2007-08,Washington State,35,35,33.1,3.9,8.5,3.3,6.6,0.7,1.9,3.6,4.9,1.1,4.2,5.3,4.3,1.7,0.7,2.8,1.9,12.2,.463,.491,.364,.733,.561,.503,G,SR,kyle-weaver-1
910,DeAndre Bembry,12.1,ATL,1,21,2016,Saint Joseph's,2013-14,Saint Joseph's,34,34,32.6,4.2,9.2,3.1,6.1,1.1,3.1,2.7,4.6,1.1,3.4,4.5,2.7,0.9,0.6,2.5,2.6,12.1,.458,.514,.346,.583,.535,.516,F,FR,deandre-bembry-1
911,T.J. Warren,12.1,PHO,1,14,2014,NC State,2012-13,NC State,35,14,27.0,5.3,8.5,4.9,7.8,0.4,0.8,1.1,2.1,2.1,2.1,4.2,0.8,1.2,0.4,1.0,2.2,12.1,.622,.632,.519,.542,.638,.645,F,FR,tj-warren-1
912,Sean Williams,12.1,NJN,1,17,2007,Boston College,2006-07,Boston College,15,15,32.2,4.2,7.7,4.2,7.7,0.0,0.0,3.7,5.3,2.4,4.5,6.9,1.2,1.4,5.0,2.3,3.2,12.1,.548,.548,,.700,.595,.548,F,JR,sean-williams-1
913,Andy Rautins,12.1,NYK,2,38,2010,Syracuse,2009-10,Syracuse,35,35,32.5,3.7,8.5,0.9,1.6,2.8,6.9,1.9,2.3,0.5,2.9,3.4,4.9,2.0,0.2,2.8,2.2,12.1,.438,.571,.407,.815,.632,.603,G,SR,andy-rautins-1
914,Jerami Grant,12.1,PHI,2,39,2014,Syracuse,2013-14,Syracuse,32,20,31.4,4.2,8.4,4.2,8.2,0.0,0.2,3.8,5.6,2.4,4.3,6.8,1.4,0.8,0.6,1.2,2.3,12.1,.496,.506,.000,.674,.547,.496,F,SO,jerami-grant-1
915,Cody Martin,12.1,CHA,2,36,2019,Nevada,2018-19,Nevada,34,34,34.4,4.4,8.8,3.4,6.0,1.0,2.8,2.2,2.9,0.9,3.5,4.5,4.9,1.4,0.7,1.9,2.5,12.1,.505,.574,.358,.763,.594,.562,F,SR,cody-martin-1
916,Georges Niang,12.1,IND,2,50,2016,Iowa State,2012-13,Iowa State,35,23,25.1,4.5,8.7,3.4,5.9,1.1,2.8,2.0,2.9,1.3,3.2,4.6,1.8,0.7,0.2,1.5,3.0,12.1,.515,.572,.392,.700,.599,.577,F,FR,georges-niang-1
917,Patrick Beverley,12.1,LAL,2,42,2009,Arkansas,2007-08,Arkansas,35,33,33.8,3.9,9.4,2.0,4.5,1.9,4.9,2.4,3.8,1.2,5.4,6.6,2.4,1.3,0.5,2.0,2.4,12.1,.412,.449,.378,.644,.537,.511,G,SO,patrick-beverley-1
918,Quincy Pondexter,12.1,OKC,1,26,2010,Washington,2008-09,Washington,35,35,28.1,4.7,9.2,4.6,8.8,0.1,0.4,2.5,3.4,2.8,3.1,5.9,1.6,0.7,0.4,1.9,2.8,12.1,.511,.524,.214,.742,.555,.515,F,JR,quincy-pondexter-1
919,Moritz Wagner,12.1,LAL,1,25,2018,Michigan,2016-17,Michigan,38,38,23.9,4.4,7.9,3.2,4.9,1.2,3.0,2.0,2.8,1.3,2.8,4.2,0.5,1.0,0.4,1.4,2.7,12.1,.560,.661,.395,.726,.654,.635,F,SO,moritz-wagner-1
920,Alando Tucker,12.0,PHO,1,29,2007,Wisconsin,2002-03,Wisconsin,32,27,31.8,4.3,8.2,3.8,6.3,0.6,1.8,2.8,4.1,2.7,3.2,5.9,1.1,0.9,0.3,1.3,2.4,12.0,.533,.596,.310,.685,.596,.567,G,FR,alando-tucker-1
921,Chris Wilcox,12.0,LAC,1,8,2002,Maryland,2001-02,Maryland,36,26,24.1,4.8,9.5,4.8,9.5,0.0,0.1,2.4,4.1,2.7,4.4,7.1,1.5,0.8,1.5,1.5,2.7,12.0,.504,.507,.000,.585,.523,.504,C,SO,chris-wilcox-1
922,Chuma Okeke,12.0,ORL,1,16,2019,Auburn,2018-19,Auburn,38,38,29.1,4.4,8.9,3.0,5.2,1.4,3.7,1.7,2.4,2.8,4.1,6.8,1.9,1.8,1.2,1.7,1.9,12.0,.496,.574,.387,.722,.597,.577,F,SO,chuma-okeke-1
923,Dee Brown,12.0,UTA,2,46,2006,Illinois,2002-03,Illinois,32,31,34.1,4.4,10.2,2.8,5.4,1.6,4.8,1.5,2.3,1.1,2.6,3.7,5.0,1.8,0.0,1.9,1.8,12.0,.434,.529,.329,.681,.532,.512,G,FR,dee-brown-2
924,Devin Ebanks,12.0,LAL,2,43,2010,West Virginia,2009-10,West Virginia,34,31,34.1,4.2,9.3,4.1,8.4,0.1,0.9,3.4,4.5,2.9,5.2,8.1,2.4,1.1,0.7,2.2,1.6,12.0,.457,.495,.100,.770,.527,.462,F,SO,devin-ebanks-1
925,Julian Wright,12.0,NOH,1,13,2007,Kansas,2006-07,Kansas,38,37,27.6,5.0,9.1,4.9,8.8,0.1,0.3,1.9,3.1,2.5,5.3,7.8,2.2,1.4,1.3,2.4,2.5,12.0,.549,.562,.231,.613,.566,.553,F,SO,julian-wright-1
926,Lionel Chalmers Jr,12.0,LAC,2,33,2004,Xavier,2001-02,Xavier,32,32,34.1,3.9,9.3,2.4,5.1,1.5,4.2,2.7,3.8,0.5,2.9,3.4,4.2,1.5,0.1,3.3,2.4,12.0,.421,.479,.351,.719,.542,.500,G,SO,lionel-chalmers-1
927,Joakim Noah,12.0,CHI,1,9,2007,Florida,2006-07,Florida,40,40,25.9,4.3,7.1,4.3,7.1,0.0,0.0,3.3,5.0,2.6,5.9,8.4,2.3,1.1,1.8,2.5,2.3,12.0,.607,.606,1.000,.663,.631,.609,C,JR,joakim-noah-1
928,Quincy Acy,12.0,TOR,2,37,2012,Baylor,2011-12,Baylor,38,38,29.7,4.2,7.2,4.1,7.1,0.1,0.1,3.6,4.6,2.6,4.8,7.4,1.0,0.9,1.8,1.9,3.1,12.0,.577,.576,.600,.782,.638,.582,F,SR,quincy-acy-1
929,Joe Harris,12.0,CLE,2,33,2014,Virginia,2013-14,Virginia,37,37,28.8,4.0,9.1,2.1,4.3,1.9,4.9,2.0,3.1,0.6,2.4,2.9,2.3,0.9,0.2,1.3,2.4,12.0,.441,.487,.400,.640,.565,.547,G,SR,joe-harris--1
930,Deron Washington,12.0,DET,2,59,2008,Virginia Tech,2006-07,Virginia Tech,34,32,28.0,4.4,8.8,3.9,6.9,0.6,1.9,2.5,4.3,1.9,3.4,5.3,1.5,1.2,1.0,1.6,3.1,12.0,.503,.557,.308,.578,.550,.537,F,JR,deron-washington-1
931,Daniel Ewing,12.0,LAC,2,32,2005,Duke,2002-03,Duke,33,15,27.9,3.8,8.9,2.5,5.7,1.3,3.2,3.1,3.7,0.7,2.5,3.2,1.4,1.3,0.2,2.0,2.4,12.0,.430,.447,.400,.821,.562,.502,G,SO,daniel-ewing-1
932,Jonathan Isaac,12.0,ORL,1,6,2017,Florida State,2016-17,Florida State,32,32,26.2,4.1,8.0,3.1,5.2,1.0,2.8,2.9,3.7,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,.508,.593,.348,.780,.614,.568,F,FR,jonathan-isaac-1
933,Rafael Araujo,12.0,TOR,1,8,2004,Brigham Young,2002-03,Brigham Young,32,32,25.1,4.8,8.7,4.8,8.3,0.1,0.3,2.2,3.4,2.8,6.1,8.9,1.2,1.4,0.5,3.0,3.7,12.0,.558,.569,.273,.642,.581,.563,C,JR,rafael-araujo-1
934,Jalen Duren,12.0,CHA,1,13,2022,Memphis,2021-22,Memphis,29,29,25.3,4.9,8.1,4.9,8.1,0.0,0.0,2.2,3.6,3.0,5.2,8.1,1.3,0.8,2.1,2.2,2.7,12.0,.597,.600,.000,.625,.608,.597,C,FR,jalen-duren-1
935,Lionel Chalmers Jr,12.0,LAC,2,33,2004,Xavier,2002-03,Xavier,25,22,31.2,3.9,8.8,2.0,3.8,2.0,5.0,2.2,2.8,0.6,2.0,2.7,4.0,1.1,0.0,2.6,2.3,12.0,.443,.510,.392,.771,.588,.554,G,JR,lionel-chalmers-1
936,Monte Morris,11.9,DEN,2,51,2017,Iowa State,2014-15,Iowa State,34,34,33.9,4.6,9.0,3.6,6.6,0.9,2.4,1.9,2.5,0.7,2.7,3.4,5.2,1.9,0.4,1.1,1.3,11.9,.507,.547,.395,.753,.586,.559,G,SO,monte-morris-1
937,Shelvin Mack,11.9,WAS,2,34,2011,Butler,2008-09,Butler,32,32,30.7,3.8,9.8,2.0,4.3,1.8,5.5,2.5,3.3,1.3,3.2,4.4,3.5,1.1,0.0,2.1,2.2,11.9,.391,.474,.326,.757,.526,.482,G,FR,shelvin-mack-1
938,Rickey Paulding,11.9,DET,2,54,2004,Missouri,2001-02,Missouri,35,23,26.1,4.2,8.2,2.8,5.0,1.4,3.2,2.1,2.9,1.8,2.1,3.9,1.5,1.0,0.5,1.8,1.5,11.9,.510,.554,.442,.730,.621,.597,G,SO,rickey-paulding-1
939,A.J. Hammons,11.9,DAL,2,46,2016,Purdue,2014-15,Purdue,34,23,24.3,4.6,8.6,4.6,8.4,0.0,0.2,2.7,4.0,2.4,4.2,6.6,0.9,0.5,2.8,2.1,2.6,11.9,.540,.553,.000,.669,.569,.540,C,JR,aj-hammons-1
940,Jared Dudley,11.9,CHA,1,22,2007,Boston College,2003-04,Boston College,34,34,34.0,3.9,8.3,3.3,6.6,0.5,1.7,3.7,5.1,3.0,3.6,6.6,2.8,1.3,0.2,2.1,2.1,11.9,.465,.502,.316,.723,.556,.496,F,FR,jared-dudley-1
941,Jeff Green,11.9,BOS,1,5,2007,Georgetown,2005-06,Georgetown,33,33,32.5,4.3,9.7,3.5,6.9,0.9,2.8,2.4,3.8,2.1,4.5,6.5,3.3,0.9,1.0,2.5,2.1,11.9,.445,.498,.315,.624,.517,.491,F,SO,jeff-green-1
942,Michael Kidd-Gilchrist,11.9,CHA,1,2,2012,Kentucky,2011-12,Kentucky,40,39,31.1,4.0,8.2,3.7,6.9,0.3,1.3,3.6,4.8,2.6,4.9,7.4,1.9,1.0,0.9,2.2,2.4,11.9,.491,.535,.255,.745,.570,.511,F,FR,michael-kidd-gilchrist-1
943,Raiquan Gray,11.9,NJN,2,59,2021,Florida State,2020-21,Florida State,25,24,26.3,4.4,8.4,4.0,7.2,0.3,1.2,2.8,3.7,1.5,4.9,6.4,2.2,1.2,0.7,2.2,2.6,11.9,.517,.558,.267,.763,.582,.536,F,JR,raiquan-gray-1
944,Jason Maxiell,11.9,DET,1,26,2005,Cincinnati,2002-03,Cincinnati,29,27,30.3,4.4,10.0,4.4,10.0,0.0,0.0,3.0,4.4,2.6,4.1,6.7,0.4,0.4,1.5,1.8,2.8,11.9,.445,.446,.000,.672,.490,.445,F,SO,jason-maxiell-1
945,Branden Dawson,11.9,NOH,2,56,2015,Michigan State,2014-15,Michigan State,35,32,30.1,5.2,9.7,5.2,9.7,0.0,0.0,1.5,3.0,2.9,6.2,9.1,1.7,1.2,1.7,1.9,2.1,11.9,.535,.535,,.490,.533,.535,F,SR,branden-dawson-1
946,Thomas Bryant,11.9,UTA,2,42,2017,Indiana,2015-16,Indiana,35,35,22.6,4.5,6.6,4.3,6.1,0.1,0.4,2.7,3.9,2.0,3.8,5.8,1.0,0.5,0.9,1.7,2.8,11.9,.683,.707,.333,.706,.704,.693,C,FR,thomas-bryant-1
947,Michael Carter-Williams,11.9,PHI,1,11,2013,Syracuse,2012-13,Syracuse,40,40,35.2,3.9,9.9,3.0,6.9,0.9,3.0,3.2,4.7,1.3,3.7,5.0,7.3,2.7,0.5,3.5,2.3,11.9,.393,.436,.294,.694,.491,.438,G,SO,michael-carter-williams-1
948,Bruce Brown,11.8,DET,2,42,2018,Miami (FL),2016-17,Miami (FL),33,29,31.9,4.1,8.8,3.1,6.0,1.0,2.9,2.7,3.7,1.5,4.2,5.6,3.2,1.5,0.5,2.0,2.5,11.8,.459,.513,.347,.744,.559,.515,G,FR,bruce-brown-2
949,Travis Diener,11.8,ORL,2,38,2005,Marquette,2002-03,Marquette,33,33,34.7,3.8,9.5,1.7,3.7,2.1,5.8,2.2,2.8,0.4,2.8,3.2,5.6,1.4,0.2,2.2,2.0,11.8,.396,.447,.363,.813,.549,.506,G,SO,travis-diener-1
950,Andrew Nembhard,11.8,IND,2,31,2022,Gonzaga,2021-22,Gonzaga,32,32,32.2,4.4,9.7,2.8,5.5,1.6,4.2,1.5,1.7,0.4,2.9,3.4,5.8,1.6,0.1,1.9,2.0,11.8,.452,.503,.383,.873,.564,.534,G,SR,andrew-nembhard-1
