Rk,Season,Team,W,G,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,MOV,SOS,SRS,Pace,ORtg,DRtg,TOV%,ORB%,DRB%,FTr
434,2021-22,CHI,46,82,36,0.561,19730,3422,7127,2550,4763,872,2364,1436,1766,711,2760,3471,1958,585,336,1053,1540,9152,0.48,0.535,0.369,0.813,0.579,0.541,-0.39,0.02,-0.38,98.3,113.2,113.6,11.8,20.4,78.3,0.248
435,2020-21,MIL,46,72,26,0.639,17330,3221,6610,2183,3941,1038,2669,1169,1539,741,2724,3465,1834,585,334,995,1244,8649,0.487,0.554,0.389,0.76,0.593,0.566,5.89,-0.32,5.57,102.2,117.2,111.4,12,23.3,79.7,0.233
436,2019-20,DEN,46,73,27,0.63,17745,3069,6488,2268,4254,801,2234,1185,1526,786,2436,3222,1952,586,337,1005,1485,8124,0.473,0.533,0.359,0.777,0.567,0.535,2.11,0.24,2.35,97.1,113.1,111,12.3,24.8,76.8,0.235
437,2017-18,DEN,46,82,36,0.561,19880,3338,7102,2398,4566,940,2536,1404,1830,902,2748,3650,2059,627,404,1227,1533,9020,0.47,0.525,0.371,0.767,0.57,0.536,1.48,0.09,1.57,96.8,112.5,111,13.4,25.7,77.5,0.258
438,2014-15,WAS,46,82,36,0.561,19955,3139,6790,2642,5409,497,1381,1305,1758,862,2801,3663,1969,601,378,1233,1707,8080,0.462,0.488,0.36,0.742,0.534,0.499,0.72,-0.55,0.17,93.7,103.7,103,14,24.9,77.3,0.259
439,2011-12,MIA,46,66,20,0.697,16040,2446,5212,2076,4182,370,1030,1238,1598,686,2060,2746,1317,585,355,1002,1282,6500,0.469,0.496,0.359,0.775,0.549,0.505,5.98,-0.27,5.72,91.2,106.6,100.2,14.5,26.6,73.9,0.307
440,2010-11,NOH,46,82,36,0.561,19830,2944,6416,2500,5184,444,1232,1452,1897,824,2468,3292,1691,624,359,1069,1719,7784,0.459,0.482,0.36,0.765,0.537,0.493,0.89,0.39,1.28,88.7,106.2,105.2,12.8,25.1,76.2,0.296
441,2010-11,MEM,46,82,36,0.561,19880,3200,6801,2891,5875,309,926,1486,1981,970,2391,3361,1691,771,441,1145,1705,8195,0.471,0.492,0.334,0.75,0.534,0.493,2.34,0.2,2.55,91.9,107.6,105.1,13,28.9,72.5,0.291
442,2009-10,MIL,46,82,36,0.561,19980,3050,6998,2405,5185,645,1813,1264,1675,965,2560,3525,1740,580,385,1085,1823,8009,0.436,0.464,0.356,0.755,0.518,0.482,1.7,-0.32,1.37,91.7,104.9,103.1,12.3,26.2,76.4,0.239
443,2008-09,PHO,46,82,36,0.561,19755,3373,6695,2820,5250,553,1445,1675,2251,900,2520,3420,1905,589,420,1288,1691,8974,0.504,0.537,0.383,0.744,0.584,0.545,1.93,-0.31,1.62,96,113.6,111.6,14.4,27.7,71.7,0.336
444,2000-01,CHH,46,82,36,0.561,19880,2800,6501,2460,5517,340,984,1599,2146,1033,2608,3641,1900,665,455,1183,1753,7539,0.431,0.446,0.346,0.745,0.506,0.457,2.1,-0.65,1.45,89.4,101.8,99.5,13.7,29.8,74.5,0.33
445,1997-98,POR,46,82,36,0.561,19830,2885,6397,2561,5350,324,1047,1640,2226,1086,2522,3608,1766,585,464,1383,1859,7734,0.451,0.479,0.309,0.737,0.524,0.476,1.4,-0.57,0.83,90,104,102.4,15.8,33,71.4,0.348
446,1995-96,ATL,46,82,36,0.561,19730,2985,6665,2419,5070,566,1595,1523,2012,1182,2148,3330,1609,771,319,1228,1714,8059,0.448,0.477,0.355,0.757,0.534,0.49,1.22,0.07,1.29,89.6,109.4,108,14,34,67.1,0.302
447,1995-96,DET,46,82,36,0.561,19830,2810,6122,2265,4772,545,1350,1657,2206,884,2440,3324,1610,506,352,1215,1953,7822,0.459,0.475,0.404,0.751,0.551,0.504,2.5,-0.05,2.45,87.7,107.9,105.1,14.6,28,71.7,0.36
448,1988-89,PHI,46,82,36,0.561,19780,3500,7201,3296,6555,204,646,1970,2504,1143,2356,3499,2110,689,354,1214,1721,9174,0.486,0.503,0.316,0.787,0.552,0.5,1.5,0.18,1.68,98.5,113,111.5,12.8,32.2,67.2,0.348
449,1987-88,HOU,46,82,36,0.561,19680,3465,7354,3396,7063,69,291,1936,2483,1239,2530,3769,1936,712,502,1367,1865,8935,0.471,0.481,0.237,0.78,0.529,0.476,1.39,-0.57,0.82,101.8,107.1,105.7,13.9,33.1,66.7,0.338
450,1985-86,DET,46,82,36,0.561,19780,3754,7750,3699,7568,55,182,1800,2300,1276,2461,3737,2319,738,340,1343,2101,9363,0.484,0.489,0.302,0.783,0.534,0.488,1.17,0.27,1.44,104.2,109,107.9,13.3,33.5,67.6,0.297
451,1984-85,DET,46,82,36,0.561,19830,3840,7999,3795,7800,45,199,1783,2262,1403,2534,3937,2302,691,397,1341,2076,9508,0.48,0.487,0.226,0.788,0.529,0.483,2.49,0.24,2.73,105,109.6,107.2,13,35.4,69.6,0.283
452,1982-83,POR,46,82,36,0.561,19755,3459,7124,3424,6974,35,150,1855,2512,1180,2380,3560,2030,749,384,1495,1960,8808,0.486,0.491,0.233,0.738,0.535,0.488,2.13,-0.25,1.88,101,106,103.9,15.4,33.3,67.9,0.353
453,1981-82,DEN,46,82,36,0.561,19830,3980,7656,3940,7507,40,149,2371,2978,1149,2443,3592,2272,664,368,1470,2131,10371,0.52,0.525,0.268,0.796,0.578,0.522,0.52,-0.4,0.13,109.8,114.3,113.9,14.1,31.8,64.3,0.389
454,1981-82,HOU,46,82,36,0.561,19780,3504,7366,3454,7190,50,176,1622,2225,1403,2284,3687,1977,648,429,1321,1871,8680,0.476,0.48,0.284,0.729,0.52,0.479,-0.04,-0.36,-0.39,97.2,108.3,108.3,13.7,37.8,66.1,0.302
455,1981-82,PHO,46,82,36,0.561,19830,3508,7140,3454,6966,54,174,1635,2157,1123,2517,3640,2223,753,429,1528,2029,8705,0.491,0.496,0.31,0.758,0.538,0.495,3.45,-0.4,3.05,99.5,105.8,102.4,15.9,32.2,68.5,0.302
456,2022-23,BRK,45,82,37,0.549,19730,3399,6978,2351,4207,1048,2771,1449,1811,674,2648,3322,2093,585,506,1127,1730,9295,0.487,0.559,0.378,0.8,0.598,0.562,0.85,0.18,1.03,98.3,115,114.1,12.7,19.6,73.7,0.26
457,2022-23,PHO,45,82,37,0.549,19780,3453,7388,2452,4714,1001,2674,1412,1781,971,2657,3628,2235,585,432,1110,1739,9319,0.467,0.52,0.374,0.793,0.57,0.535,2.07,0.01,2.08,98.2,115.1,113,12,26.6,76,0.241
458,2019-20,IND,45,73,28,0.616,17620,3075,6457,2332,4411,743,2046,1096,1393,636,2489,3125,1888,543,376,967,1445,7989,0.476,0.529,0.363,0.787,0.565,0.534,1.96,-0.33,1.63,98.9,110,108,12,20,76.7,0.216
459,2015-16,IND,45,82,37,0.549,19880,3142,6985,2479,5096,663,1889,1430,1872,847,2779,3626,1741,742,391,1219,1641,8377,0.45,0.486,0.351,0.764,0.536,0.497,1.71,-0.09,1.62,96.6,104.6,102.9,13.5,23.4,76,0.268
460,2014-15,OKC,45,82,37,0.549,19830,3184,7119,2552,5255,632,1864,1524,2020,1052,2844,3896,1681,598,454,1205,1829,8524,0.447,0.486,0.339,0.754,0.532,0.492,2.18,0.28,2.47,95.7,107.8,105.5,13.1,28.9,75.6,0.284
461,2014-15,NOP,45,82,37,0.549,19780,3108,6795,2522,5212,586,1583,1345,1790,942,2621,3563,1806,553,510,1087,1530,8147,0.457,0.484,0.37,0.751,0.537,0.501,0.79,0.34,1.13,91.4,108.2,107.3,12.5,27.1,75.1,0.263
462,2012-13,LAL,45,82,37,0.549,19755,3041,6640,2326,4625,715,2015,1584,2289,942,2732,3674,1818,576,429,1232,1467,8381,0.458,0.503,0.355,0.692,0.548,0.512,1.16,0.32,1.48,94.4,107.8,106.6,13.9,27,74.3,0.345
463,2012-13,HOU,45,82,37,0.549,19780,3124,6782,2257,4413,867,2369,1573,2087,909,2652,3561,1902,679,359,1348,1662,8688,0.461,0.511,0.366,0.754,0.564,0.525,3.48,0.22,3.69,96.1,109.7,106.1,14.9,26.4,75.2,0.308
464,2012-13,CHI,45,82,37,0.549,19830,2926,6698,2480,5433,446,1265,1343,1738,1026,2514,3540,1886,588,417,1171,1617,7641,0.437,0.456,0.353,0.773,0.512,0.47,0.32,-0.33,-0.02,89.3,103.5,103.2,13.6,29.4,73.6,0.259
465,2007-08,CLE,45,82,37,0.549,19855,2937,6697,2385,5153,552,1544,1477,2061,1092,2563,3655,1640,579,427,1145,1712,7903,0.439,0.463,0.358,0.717,0.52,0.48,-0.35,-0.17,-0.53,90.2,106,106.4,13.1,30.4,75.9,0.308
466,2006-07,DEN,45,82,37,0.549,19780,3164,6805,2680,5365,484,1440,1827,2449,1001,2558,3559,1920,678,435,1352,1756,8639,0.465,0.5,0.336,0.746,0.548,0.501,1.62,0.07,1.69,97.4,107.6,105.9,14.6,28.9,71.8,0.36
467,2005-06,LAL,45,82,37,0.549,19855,2992,6607,2440,5024,552,1583,1618,2172,970,2488,3458,1734,628,350,1143,1894,8154,0.453,0.486,0.349,0.745,0.539,0.495,2.5,0.03,2.53,90.9,108.4,105.7,13.1,28.8,73.6,0.329
468,2004-05,WAS,45,82,37,0.549,19780,2966,6794,2452,5296,514,1498,1795,2476,1133,2374,3507,1563,716,347,1172,1807,8241,0.437,0.463,0.343,0.725,0.523,0.474,-0.33,-0.38,-0.71,93.3,107.2,107.5,12.9,31.1,70,0.364
469,2004-05,MEM,45,82,37,0.549,19705,2802,6271,2271,4785,531,1486,1526,2024,887,2307,3194,1716,699,476,1197,1910,7661,0.447,0.475,0.357,0.754,0.535,0.489,2.29,0.34,2.64,88.5,105.5,102.9,14.3,27.1,69.9,0.323
470,2004-05,BOS,45,82,37,0.549,19880,3046,6511,2609,5259,437,1252,1775,2323,909,2438,3347,1810,667,423,1297,2000,8304,0.468,0.496,0.349,0.764,0.551,0.501,0.87,-0.52,0.35,93.3,107.5,106.6,14.7,27.2,70.1,0.357
471,2003-04,HOU,45,82,37,0.549,19930,2738,6195,2223,4789,515,1406,1371,1774,847,2647,3494,1579,560,443,1373,1762,7362,0.442,0.464,0.366,0.773,0.528,0.484,1.73,0.55,2.28,87.8,100.9,99,16.4,26.5,74.5,0.286
472,2001-02,SEA,45,82,37,0.549,19830,3131,6681,2642,5389,489,1292,1263,1672,968,2333,3301,1926,698,364,1124,1732,8014,0.469,0.49,0.378,0.755,0.54,0.505,3.02,0.22,3.24,89,108.9,105.6,13.2,29.4,68.1,0.25
473,2000-01,HOU,45,82,37,0.549,19830,2943,6494,2439,5082,504,1412,1582,2086,919,2524,3443,1613,587,358,1204,1657,7972,0.453,0.48,0.357,0.758,0.538,0.492,2.29,0.42,2.71,90.4,106.7,104.2,14,27.5,71.9,0.321
474,1999-00,SEA,45,82,37,0.549,19780,3108,6946,2562,5335,546,1611,1363,1960,1042,2483,3525,1878,657,345,1152,1776,8125,0.447,0.48,0.339,0.695,0.52,0.487,0.95,0.22,1.17,93.4,105.6,104.6,12.9,28.5,69.6,0.282
475,1999-00,TOR,45,82,37,0.549,19755,2980,6882,2555,5711,425,1171,1583,2068,1098,2449,3547,1947,666,544,1137,1989,7968,0.433,0.447,0.363,0.765,0.511,0.464,-0.16,-0.3,-0.46,92.5,104.7,104.9,12.7,30.1,71.8,0.3
476,1997-98,MIN,45,82,37,0.549,19930,3157,6844,2854,5971,303,873,1673,2253,1063,2429,3492,2068,639,427,1138,1882,8290,0.461,0.478,0.347,0.743,0.529,0.483,0.71,-0.54,0.17,92.6,107.8,107.1,12.7,30.6,68.5,0.329
477,1996-97,ORL,45,82,37,0.549,19855,2839,6497,2272,4835,567,1662,1474,1975,1071,2221,3292,1689,694,363,1250,1643,7719,0.437,0.47,0.341,0.746,0.524,0.481,-0.35,0.28,-0.07,88.3,105.6,106,14.5,30.9,67.3,0.304
478,1993-94,NJN,45,82,37,0.549,19830,3169,7115,2946,6432,223,683,1900,2495,1300,2556,3856,1900,696,576,1196,1693,8461,0.445,0.458,0.327,0.762,0.515,0.461,2.2,-0.08,2.11,95.5,107.2,104.9,12.7,34,69.1,0.351
479,1991-92,LAC,45,82,37,0.549,19830,3347,7076,3202,6574,145,502,1601,2223,1132,2393,3525,2053,824,498,1269,1873,8440,0.473,0.487,0.289,0.72,0.524,0.483,1.07,0.03,1.1,96.5,105.8,104.7,13.6,31.6,67.5,0.314
480,1989-90,NYK,45,82,37,0.549,19830,3434,7089,3198,6379,236,710,1775,2349,1187,2426,3613,2140,714,492,1412,1828,8879,0.484,0.501,0.332,0.756,0.547,0.501,1.41,-0.63,0.78,98.2,109.4,108,14.8,34.2,66,0.331
481,1988-89,HOU,45,82,37,0.549,19855,3412,7196,3248,6673,164,523,1909,2527,1211,2554,3765,2016,789,501,1569,2026,8897,0.474,0.487,0.314,0.755,0.535,0.486,0.95,-0.73,0.22,101.8,105.7,104.8,15.9,33.3,69,0.351
482,1986-87,PHI,45,82,37,0.549,19880,3335,6792,3247,6452,88,340,1971,2617,1178,2327,3505,1943,768,540,1519,1774,8729,0.491,0.503,0.259,0.753,0.549,0.497,-0.2,0.31,0.11,97.3,108.3,108.5,16.1,34.9,65.7,0.385
483,1983-84,NJN,45,82,37,0.549,19805,3614,7258,3565,7026,49,232,1742,2488,1221,2313,3534,2148,814,499,1608,2243,9019,0.498,0.507,0.211,0.7,0.54,0.501,1.1,0.17,1.27,103,106.1,105,16.1,34.6,67.8,0.343
484,1983-84,UTA,45,82,37,0.549,19780,3606,7242,3505,6925,101,317,2115,2708,1096,2522,3618,2230,695,604,1510,1978,9428,0.498,0.506,0.319,0.781,0.559,0.505,1.13,-0.32,0.81,104.9,109,108,15.2,30.8,63.4,0.374
485,1982-83,DEN,45,82,37,0.549,19730,3951,7999,3927,7873,24,126,2179,2696,1214,2524,3738,2336,789,352,1496,2091,10105,0.494,0.499,0.19,0.808,0.55,0.495,0.62,-0.36,0.27,112.1,109.7,109.1,14,31,64.8,0.337
486,1982-83,KCK,45,82,37,0.549,19780,3719,7485,3668,7270,51,215,1839,2530,1256,2407,3663,2155,765,409,1691,2432,9328,0.497,0.505,0.237,0.727,0.542,0.5,1.45,-0.41,1.04,106.6,106.2,104.9,16.4,34.3,65.8,0.338
487,1981-82,GSW,45,82,37,0.549,19780,3646,7349,3555,7024,91,325,1709,2382,1282,2452,3734,1820,685,391,1424,2225,9092,0.496,0.506,0.28,0.717,0.541,0.502,1.04,-0.24,0.8,101.4,108.8,107.7,14.5,34.8,68.8,0.324
488,1980-81,CHI,45,82,37,0.549,19780,3457,6903,3419,6724,38,179,1985,2563,1227,2475,3702,1925,729,514,1672,2058,8937,0.501,0.508,0.212,0.774,0.556,0.504,1.98,0.37,2.34,100.6,107.8,105.8,17.2,36.9,68.4,0.371
489,1980-81,POR,45,82,37,0.549,19855,3741,7535,3716,7387,25,148,1573,2191,1243,2388,3631,2244,769,480,1518,2034,9080,0.496,0.503,0.169,0.718,0.534,0.498,0.89,-0.37,0.52,103,106.5,105.7,15.2,33.9,65.7,0.291
490,2022-23,MIA,44,82,38,0.537,19805,3215,6991,2235,4139,980,2852,1567,1885,796,2533,3329,1955,655,243,1106,1516,8977,0.46,0.54,0.344,0.831,0.574,0.53,-0.32,0.18,-0.13,96.3,113,113.3,12.4,22.8,77.7,0.27
491,2022-23,LAC,44,82,38,0.537,19830,3370,7059,2329,4324,1041,2735,1533,1962,803,2742,3545,1959,580,364,1167,1598,9314,0.477,0.539,0.381,0.781,0.588,0.551,0.5,-0.19,0.31,98,115,114.5,12.8,22.9,76.6,0.278
492,2022-23,GSW,44,82,38,0.537,19830,3538,7393,2175,3853,1363,3540,1314,1655,864,2793,3657,2446,588,323,1336,1757,9753,0.479,0.564,0.385,0.794,0.6,0.571,1.8,-0.15,1.66,101.6,116.1,114.4,14.1,24.4,76,0.224
493,2021-22,BRK,44,82,38,0.537,19755,3442,7251,2502,4649,940,2602,1434,1781,844,2796,3640,2071,582,448,1153,1670,9258,0.475,0.538,0.361,0.805,0.576,0.54,0.78,0.04,0.82,99,113.6,112.8,12.5,23.9,75.1,0.246
494,2021-22,CLE,44,82,38,0.537,19730,3255,6940,2302,4254,953,2686,1376,1810,837,2786,3623,2064,580,343,1181,1433,8839,0.469,0.541,0.355,0.76,0.571,0.538,2.12,-0.08,2.04,96.1,111.9,109.7,13.2,24,76.5,0.261
495,2019-20,HOU,44,72,28,0.611,17380,2936,6512,1810,3251,1126,3261,1484,1876,704,2484,3188,1557,627,371,1057,1566,8482,0.451,0.557,0.345,0.791,0.578,0.537,2.96,0.17,3.13,103.7,112.9,110.1,12.6,21,75.6,0.288
496,2019-20,MIA,44,73,29,0.603,17745,2880,6160,1901,3576,979,2584,1440,1840,620,2619,3239,1892,547,332,1088,1501,8179,0.468,0.532,0.379,0.783,0.587,0.547,2.95,-0.35,2.59,98.3,112.5,109.5,13.5,20.3,79.5,0.299
497,2019-20,OKC,44,72,28,0.611,17430,2879,6156,2109,3985,770,2171,1422,1787,593,2495,3088,1562,550,353,986,1390,7950,0.468,0.529,0.355,0.796,0.573,0.53,1.99,0.34,2.33,98.8,110.8,108.8,12.4,19.3,76.8,0.29
498,2019-20,UTA,44,72,28,0.611,17355,2886,6130,1923,3593,963,2537,1278,1641,656,2577,3233,1615,438,292,1089,1468,8013,0.471,0.535,0.38,0.779,0.585,0.549,2.47,0.05,2.52,98.6,112.3,109.9,13.7,21.6,78.9,0.268
499,2017-18,MIL,44,82,38,0.537,19830,3257,6807,2539,4783,718,2024,1499,1915,688,2579,3267,1905,722,443,1134,1752,8731,0.478,0.531,0.355,0.783,0.571,0.531,-0.3,-0.15,-0.45,96.2,109.8,110.1,12.9,20.4,75.9,0.281
500,2017-18,MIA,44,82,38,0.537,19930,3184,6997,2281,4491,903,2506,1209,1601,763,2801,3564,1862,620,437,1179,1648,8480,0.455,0.508,0.36,0.755,0.551,0.52,0.48,-0.33,0.15,95.6,106.8,106.3,13.3,21.5,79,0.229
501,2015-16,POR,44,82,38,0.537,19805,3167,7040,2303,4704,864,2336,1424,1889,948,2782,3730,1748,562,380,1200,1782,8622,0.45,0.49,0.37,0.754,0.548,0.511,0.83,0.15,0.98,96,108.8,108,13.2,25.9,76.2,0.268
502,2015-16,DET,44,82,38,0.537,19880,3111,7087,2371,4939,740,2148,1399,2095,1021,2777,3798,1594,573,304,1110,1557,8361,0.439,0.48,0.345,0.668,0.522,0.491,0.61,-0.18,0.43,95.1,106.1,105.5,12.2,27,79.3,0.296
503,2013-14,WAS,44,82,38,0.537,20055,3177,6920,2530,5216,647,1704,1253,1715,886,2573,3459,1909,668,377,1204,1675,8254,0.459,0.485,0.38,0.731,0.538,0.506,1.27,-0.79,0.48,93.2,106,104.6,13.6,25.2,75.7,0.248
504,2013-14,BRK,44,82,38,0.537,19880,2931,6391,2222,4469,709,1922,1508,2002,721,2407,3128,1714,705,311,1191,1777,8079,0.459,0.497,0.369,0.753,0.555,0.514,-1,-0.58,-1.58,91.4,106.7,107.7,14.1,21.7,72.3,0.313
505,2012-13,ATL,44,82,38,0.537,19855,3084,6644,2378,4743,706,1901,1158,1619,758,2593,3351,2007,664,369,1219,1473,8032,0.464,0.501,0.371,0.715,0.546,0.517,0.4,-0.48,-0.08,92.6,104.8,104.4,14.2,22.2,73.6,0.244
506,2010-11,ATL,44,82,38,0.537,19730,2971,6429,2469,5002,502,1427,1346,1728,762,2460,3222,1802,497,341,1118,1554,7790,0.462,0.494,0.352,0.779,0.542,0.501,-0.82,-0.28,-1.1,89.3,106.1,107,13.5,23.4,74.6,0.269
507,2009-10,CHA,44,82,38,0.537,19880,2858,6306,2398,4975,460,1331,1637,2180,858,2490,3348,1658,632,446,1290,1597,7813,0.453,0.482,0.346,0.751,0.538,0.49,1.46,-0.17,1.3,90.4,104.4,102.8,15.1,26.5,74.2,0.346
508,2006-07,MIA,44,82,38,0.537,19855,2919,6288,2391,4749,528,1539,1393,2019,817,2526,3343,1681,566,442,1201,1749,7759,0.464,0.503,0.343,0.69,0.541,0.506,-0.91,-0.29,-1.21,89.9,104.3,105.3,14.3,24.9,73.3,0.321
509,2005-06,SAC,44,82,38,0.537,19830,2954,6500,2460,5092,494,1408,1704,2173,852,2473,3325,1825,608,299,1199,1672,8106,0.454,0.483,0.351,0.784,0.544,0.492,1.54,0.07,1.61,91.9,106.7,105,13.9,25.4,72.2,0.334
510,2005-06,DEN,44,82,38,0.537,19930,3078,6672,2728,5596,350,1076,1721,2312,903,2486,3389,1921,698,463,1216,1863,8227,0.461,0.487,0.325,0.744,0.535,0.488,0.23,0.13,0.36,93.9,105.5,105.2,13.7,26.8,72,0.347
511,2004-05,MIN,44,82,38,0.537,19755,3045,6629,2650,5484,395,1145,1449,1820,947,2580,3527,1918,460,447,1079,1774,7934,0.459,0.483,0.345,0.796,0.534,0.489,1.45,0.28,1.73,89.1,108.2,106.6,12.7,28.6,71.4,0.275
512,2004-05,IND,44,82,38,0.537,19905,2668,6169,2126,4594,542,1575,1748,2206,868,2418,3286,1489,615,357,1173,1890,7626,0.432,0.463,0.344,0.792,0.534,0.476,0.76,-0.27,0.49,87.2,105.5,104.6,14.1,26.4,71.3,0.358
513,2002-03,PHO,44,82,38,0.537,19805,3005,6776,2611,5627,394,1149,1430,1928,1049,2440,3489,1719,665,404,1208,1801,7834,0.443,0.464,0.343,0.742,0.514,0.473,1.13,0.43,1.57,91.5,103.7,102.5,13.7,29.7,70.3,0.285
514,2002-03,BOS,44,82,38,0.537,19830,2700,6509,1981,4354,719,2155,1480,1994,849,2471,3320,1575,720,303,1147,1758,7599,0.415,0.455,0.334,0.742,0.514,0.47,-0.39,-0.36,-0.75,90.9,101.2,101.6,13.4,23.6,72.5,0.306
515,2001-02,UTA,44,82,38,0.537,19830,2869,6374,2589,5532,280,842,1853,2430,1109,2349,3458,1999,749,523,1353,1971,7871,0.45,0.468,0.333,0.763,0.529,0.472,0.89,0.32,1.21,90.3,105.6,104.6,15.4,33.5,71.7,0.381
516,2001-02,ORL,44,82,38,0.537,19830,3087,6893,2467,5233,620,1660,1446,1917,942,2440,3382,1804,665,384,1119,1700,8240,0.448,0.471,0.373,0.754,0.533,0.493,1.57,-0.32,1.25,93.2,107,105.3,12.6,26.3,69.2,0.278
517,2001-02,CHH,44,82,38,0.537,19755,2893,6580,2547,5586,346,994,1568,2105,1059,2505,3564,1759,653,456,1150,1747,7700,0.44,0.456,0.348,0.745,0.513,0.466,0.96,-0.4,0.57,89.7,104.3,103.3,13.3,30.6,72.2,0.32
518,2000-01,SEA,44,82,38,0.537,19805,3029,6649,2563,5480,466,1169,1454,1986,999,2422,3421,1792,657,409,1252,1733,7978,0.456,0.468,0.399,0.732,0.53,0.491,0.02,0.52,0.55,91.6,105.6,105.6,14.3,29.1,69.8,0.299
519,1999-00,SAC,44,82,38,0.537,19805,3276,7288,2742,5632,534,1656,1521,2016,1056,2635,3691,1953,787,381,1325,1729,8607,0.45,0.487,0.322,0.754,0.526,0.486,2.91,0.12,3.04,99.3,105,102.1,13.9,27.7,69.7,0.277
520,1996-97,WSB,44,82,38,0.537,19855,3208,6678,2877,5677,331,1001,1400,1979,1010,2420,3430,1921,712,402,1289,1815,8147,0.48,0.507,0.331,0.707,0.54,0.505,1.62,0.15,1.77,92.4,106.6,104.9,14.6,30.2,70.3,0.296
521,1995-96,POR,44,82,38,0.537,19905,3064,6688,2584,5330,480,1358,1537,2321,1160,2577,3737,1760,594,417,1377,1859,8145,0.458,0.485,0.353,0.662,0.528,0.494,2.35,-0.14,2.21,92.6,106,103.5,15.2,33.4,73.4,0.347
522,1994-95,POR,44,82,38,0.537,19705,3217,7134,2755,5868,462,1266,1555,2230,1352,2443,3795,1846,668,467,1212,2024,8451,0.451,0.469,0.365,0.697,0.521,0.483,3.82,-0.02,3.8,93.8,109.7,105.7,13,37.1,73.5,0.313
523,1992-93,CHH,44,82,38,0.537,19755,3512,7210,3337,6673,175,537,1831,2374,1095,2508,3603,2161,639,473,1325,1790,9030,0.487,0.5,0.326,0.771,0.547,0.499,-0.24,0.22,-0.02,100.2,109.5,109.7,13.8,31.3,65,0.329
524,1990-91,GSW,44,82,38,0.537,19805,3566,7346,3296,6545,270,801,2162,2761,1113,2306,3419,1954,803,378,1359,2207,9564,0.485,0.504,0.337,0.783,0.559,0.504,1.63,0.09,1.72,103.6,111.9,110.3,13.7,31,64.1,0.376
525,1990-91,PHI,44,82,38,0.537,20080,3289,6925,3094,6307,195,618,1868,2366,984,2496,3480,1824,678,479,1230,1629,8641,0.475,0.491,0.316,0.79,0.542,0.489,-0.18,-0.21,-0.39,95.7,107.9,108.1,13.4,28.1,68.3,0.342
526,1989-90,MIL,44,82,38,0.537,19830,3380,7146,3171,6476,209,670,1722,2273,1108,2246,3354,2046,826,326,1315,2086,8691,0.473,0.49,0.312,0.758,0.533,0.488,-0.78,-0.28,-1.06,98,107.3,108.1,13.9,31.5,66,0.318
527,1988-89,DEN,44,82,38,0.537,19880,3813,8140,3585,7464,228,676,1821,2314,1206,2513,3719,2282,811,436,1225,2088,9675,0.468,0.48,0.337,0.787,0.528,0.482,1.7,-0.78,0.91,107.5,108.6,107.1,11.8,29.6,68.9,0.284
528,1987-88,SEA,44,82,38,0.537,19855,3544,7443,3323,6805,221,638,1826,2442,1313,2314,3627,2146,775,447,1376,2380,9135,0.476,0.488,0.346,0.748,0.536,0.491,2.06,-0.77,1.29,100.2,110.2,108.1,13.9,36.3,67.2,0.328
529,1986-87,UTA,44,82,38,0.537,19755,3485,7514,3346,7066,139,448,1735,2389,1194,2456,3650,2240,835,628,1403,2040,8844,0.464,0.474,0.31,0.726,0.516,0.473,0.4,-0.36,0.04,103.2,104.1,103.7,14.1,31.2,65.2,0.318
530,1985-86,DAL,44,82,38,0.537,19805,3631,7254,3490,6808,141,446,2050,2643,1059,2454,3513,2108,605,369,1289,1733,9453,0.501,0.513,0.316,0.776,0.562,0.51,1.1,-0.4,0.7,102.2,112.1,111,13.3,30,66.8,0.364
531,1984-85,DAL,44,82,38,0.537,19855,3560,7280,3408,6837,152,443,1844,2324,1095,2345,3440,2152,575,335,1184,1796,9116,0.489,0.498,0.343,0.793,0.549,0.499,2.17,-0.37,1.8,98.8,111.5,109.3,12.5,30.7,68.8,0.319
532,1982-83,NYK,44,82,38,0.537,19805,3272,6793,3239,6662,33,131,1621,2282,1080,2263,3343,2034,701,378,1509,2180,8198,0.482,0.486,0.252,0.71,0.526,0.484,2.45,0.13,2.58,97,102.4,99.9,16.2,31.6,67.8,0.336
533,1981-82,NJN,44,82,38,0.537,19780,3501,7227,3471,7081,30,146,1714,2354,1194,2320,3514,2096,918,481,1650,2295,8746,0.484,0.49,0.205,0.728,0.529,0.487,0.68,0.18,0.87,103.1,103,102.3,16.6,33.7,67,0.326
534,1980-81,IND,44,82,38,0.537,19730,3491,7245,3461,7076,30,169,1815,2540,1325,2267,3592,2091,833,484,1491,2006,8827,0.482,0.489,0.178,0.715,0.528,0.484,1.4,0.32,1.72,100.9,106.4,105,15.1,35.5,64.5,0.351
535,2022-23,LAL,43,82,39,0.524,19880,3516,7298,2631,4740,885,2558,1691,2182,818,2930,3748,2072,526,378,1154,1466,9608,0.482,0.555,0.346,0.775,0.582,0.542,0.57,-0.15,0.43,101.3,114.5,113.9,12.3,22.8,76.3,0.299
536,2021-22,ATL,43,82,39,0.524,19705,3401,7241,2345,4420,1056,2821,1485,1829,823,2783,3606,2017,587,348,972,1534,9343,0.47,0.531,0.374,0.812,0.581,0.543,1.56,-0.01,1.55,97.7,116.5,114.9,10.8,23,76.9,0.253
